测站点,观测方向,测回数,半测回标志,方位角,竖直角,距离,测站高,棱镜高,平差站点序号, 
4,5,4,R,647960.8999999999,8488.5,16.904719,1.543,1.463,4
4,1,1,L,999999,6600.099999999977,28.280551,1.543,1.462,4
4,1,1,R,999999,6608.199999999953,28.280375,1.543,1.462,4
4,1,2,L,999999,6600.299999999988,28.280651,1.543,1.462,4
4,1,2,R,999999,6605.599999999977,28.280351,1.543,1.462,4
4,1,3,L,999999,6609.0,28.280551,1.543,1.462,4
4,1,3,R,999999,6620.900000000023,28.280126,1.543,1.462,4
4,1,4,L,999999,999999,28.280326,1.543,1.462,4
4,1,4,R,999999,999999,28.280302,1.543,1.462,4
4,2,1,L,999999,-2714.5,27.583632,1.543,1.527,4
4,2,1,R,999999,-2706.8000000000466,27.583456,1.543,1.527,4
4,2,2,L,999999,-2700.0,27.583332,1.543,1.527,4
4,2,2,R,999999,-2707.3000000000466,27.583132,1.543,1.527,4
4,2,3,L,999999,999999,27.583208,1.543,1.527,4
4,2,3,R,999999,999999,27.583308,1.543,1.527,4
4,2,4,L,999999,-2704.4000000000233,27.583208,1.543,1.527,4
4,2,4,R,999999,-2705.3000000000466,27.583308,1.543,1.527,4
4,3,1,L,999999,-916.5,19.661622,1.543,1.595,4
4,3,1,R,999999,-897.9000000000233,19.661439,1.543,1.595,4
4,3,2,L,999999,-905.2999999999884,19.661622,1.543,1.595,4
4,3,2,R,999999,-904.9000000000233,19.661722,1.543,1.595,4
4,3,3,L,999999,-905.5,19.661605,1.543,1.527,4
4,3,3,R,999999,-899.8000000000466,19.661705,1.543,1.595,4
4,3,4,L,999999,-908.7999999999884,19.661505,1.543,1.595,4
4,3,4,R,999999,-916.0,19.661505,1.543,1.595,4
