        p1, 0.2865000069
         9,          3, 0.0000011075, 0.0000033225        
          ,       p2-1, 0.0000000000, 00003.3161528282, 00004.7098152363, 51.7773829856,    0.28700, 2024- 4-18-10-24-56,          0,           ,          2,          5
          ,         p5, 0.0000000000, 00005.3900995742, 00004.7089356286, 28.9307581190,    0.28650, 2024- 4-18-10-25- 5,          0,           ,          2,          5
          ,         p4, 0.0000000000, 00000.9838567997, 00004.7038415832, 22.7468243211,    0.28650, 2024- 4-18-10-25-14,          0,           ,          2,          5
          ,         p2, 0.0000000000, 00003.3161526344, 00004.7098324395, 51.7774829861,    0.28700, 2024- 4-18-10-25-23,          0,           ,          2,          5
          ,         p2, 0.0000000000, 00000.1745696219, 00001.5733833065, 51.7772829850,    0.28700, 2024- 4-18-10-25-34,          0,           ,          1,          5
          ,         p4, 0.0000000000, 00004.1254491287, 00001.5793633331, 22.7464243190,    0.28650, 2024- 4-18-10-25-43,          0,           ,          1,          5
          ,         p5, 0.0000000000, 00002.2484975767, 00001.5742513947, 28.9307581190,    0.28650, 2024- 4-18-10-25-52,          0,           ,          1,          5
          ,       p2-1, 0.0000000000, 00000.1745617506, 00001.5733711785, 51.7774829861,    0.28700, 2024- 4-18-10-26- 1,          0,           ,          1,          5
          ,       p2-1, 0.0000000000, 00003.3161481780, 00004.7098187232, 51.7773829856,    0.28700, 2024- 4-18-10-26-11,          0,           ,          2,          5
          ,         p5, 0.0000000000, 00005.3900961868, 00004.7089340966, 28.9306581184,    0.28650, 2024- 4-18-10-26-20,          0,           ,          2,          5
          ,         p4, 0.0000000000, 00000.9838569992, 00004.7038468004, 22.7465243195,    0.28650, 2024- 4-18-10-26-29,          0,           ,          2,          5
          ,         p2, 0.0000000000, 00003.3161531988, 00004.7098309104, 51.7772829850,    0.28700, 2024- 4-18-10-26-39,          0,           ,          2,          5
          ,         p2, 0.0000000000, 00000.1745594601, 00001.5733648450, 51.7773829856,    0.28700, 2024- 4-18-10-26-49,          0,           ,          1,          5
          ,         p4, 0.0000000000, 00004.1254522048, 00001.5793613411, 22.7466243200,    0.28650, 2024- 4-18-10-26-58,          0,           ,          1,          5
          ,         p5, 0.0000000000, 00002.2485028400, 00001.5742600023, 28.9309581201,    0.28650, 2024- 4-18-10-27- 7,          0,           ,          1,          5
          ,       p2-1, 0.0000000000, 00000.1745629461, 00001.5733551394, 51.7773829856,    0.28700, 2024- 4-18-10-27-16,          0,           ,          1,          5
          ,       p2-1, 0.0000000000, 00003.3161615195, 00004.7098295964, 51.7772829850,    0.28700, 2024- 4-18-10-27-26,          0,           ,          2,          5
          ,         p5, 0.0000000000, 00005.3900944244, 00004.7089453668, 28.9305581179,    0.28650, 2024- 4-18-10-27-35,          0,           ,          2,          5
          ,         p4, 0.0000000000, 00000.9838597361, 00004.7038458320, 22.7466243200,    0.28650, 2024- 4-18-10-27-44,          0,           ,          2,          5
          ,         p2, 0.0000000000, 00003.3161555976, 00004.7098168679, 51.7772829850,    0.28700, 2024- 4-18-10-27-53,          0,           ,          2,          5
          ,         p2, 0.0000000000, 00000.1745732474, 00001.5733718396, 51.7773829856,    0.28700, 2024- 4-18-10-28- 3,          0,           ,          1,          5
          ,         p4, 0.0000000000, 00004.1254465529, 00001.5793605633, 22.7466243200,    0.28650, 2024- 4-18-10-28-13,          0,           ,          1,          5
          ,         p5, 0.0000000000, 00002.2485035032, 00001.5742526729, 28.9307581190,    0.28650, 2024- 4-18-10-28-22,          0,           ,          1,          5
          ,       p2-1, 0.0000000000, 00000.1745861638, 00001.5733698664, 51.7773829856,    0.28700, 2024- 4-18-10-28-31,          0,           ,          1,          5
          ,       p2-1, 0.0000000000, 00003.3161850388, 00004.7098184699, 51.7772829850,    0.28700, 2024- 4-18-10-28-40,          0,           ,          2,          5
          ,         p5, 0.0000000000, 00005.3901236630, 00004.7089418736, 28.9306581184,    0.28650, 2024- 4-18-10-28-50,          0,           ,          2,          5
          ,         p4, 0.0000000000, 00000.9838893891, 00004.7038439406, 22.7466243200,    0.28650, 2024- 4-18-10-28-59,          0,           ,          2,          5
          ,         p2, 0.0000000000, 00003.3161825483, 00004.7098271733, 51.7774829861,    0.28700, 2024- 4-18-10-29- 8,          0,           ,          2,          5
